INSERT INTO `item_template` (`id`, `TYPE`, `gender`, `NAME`, `description`, `icon_id`, `part`, `is_up_to_up`, `power_require`, `gold`, `gem`, `head`, `body`, `leg`, `ruby`) VALUES
(1314, 11, 3, 'Hào quang rực rỡ', 'Vật phẩm sự kiện', 21741, 108, 0, 0, 0, 0, -1, -1, -1, 0),
(1315, 5, 3, 'Haatsu', '', 21776, 0, 0, 0, 0, 0, 1431, 1432, 1433, 0),
(1316, 5, 3, 'Zamas', '', 21808, 0, 0, 0, 0, 0, 1434, 1435, 1436, 0),
(1317, 5, 3, 'Green Broly', '', 21839, 0, 0, 0, 0, 0, 1437, 1438, 1439, 0),
(1318, 24, 3, 'Bọ hung', 'Bay không tốn KI', 21456, 18, 0, 0, 0, 50, -1, -1, -1, 0),
(1319, 24, 3, 'Bọ hung tiến hóa', 'Bay không tốn KI', 21457, 19, 0, 0, 0, 50, -1, -1, -1, 0),
(1320, 75, 3, 'Bí kiếp Tuyệt Kỹ', 'Học Tuyệt Kỹ', 17000, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1321, 11, 3, 'Cánh diều', 'Vật phẩm đeo lưng', 20384, 109, 0, 0, 0, 0, -1, -1, -1, 0),
(1322, 11, 3, 'Diều rồng đỏ', 'Vật phẩm đeo lưng', 20406, 110, 0, 0, 0, 0, -1, -1, -1, 0),
(1323, 11, 3, 'Phương hoàng', 'Vật phẩm đeo lưng', 20395, 111, 0, 0, 0, 0, -1, -1, -1, 0),
(1324, 11, 3, 'Cây bút chì', 'Vật phẩm đeo lưng', 20457, 112, 0, 0, 0, 0, -1, -1, -1, 0),
(1325, 11, 3, 'Cây kem', 'Vật phẩm đeo lưng', 20431, 113, 0, 0, 0, 0, -1, -1, -1, 0),
(1326, 11, 3, 'Mèo hoàng thượng', 'Đeo lưng nâng cấp', 21665, 206, 0, 0, 0, 0, -1, -1, -1, 0),
(1327, 11, 3, 'Hào quang rực rỡ', 'Đeo lưng nâng cấp', 21741, 205, 0, 0, 0, 0, -1, -1, -1, 0),
(1328, 11, 3, 'Đạn xịt mù', 'Đeo lưng nâng cấp', 21718, 207, 0, 0, 0, 0, -1, -1, -1, 0),
(1329, 11, 3, 'Búa Hắc Hường', 'Đeo lưng nâng cấp', 11422, 210, 0, 0, 0, 0, -1, -1, -1, 0),
(1330, 11, 3, 'Búa heo tyty', '', 20523, 115, 0, 0, 0, 0, -1, -1, -1, 0),
(1331, 11, 3, 'Búa mèo meo', '', 20480, 116, 0, 0, 0, 0, -1, -1, -1, 0),
(1332, 11, 3, 'Búa gấu boong', '', 20479, 117, 0, 0, 0, 0, -1, -1, -1, 0),
(1333, 11, 3, 'Gấu bông tyty', '', 20557, 114, 0, 0, 0, 0, -1, -1, -1, 0),
(1334, 11, 3, 'Ô che mưa', '', 20534, 118, 0, 0, 0, 0, -1, -1, -1, 0),
(1335, 11, 3, 'Balo rich boy', '', 20481, 119, 0, 0, 0, 0, -1, -1, -1, 0),
(1336, 11, 3, 'Balo good boy', '', 20482, 120, 0, 0, 0, 0, -1, -1, -1, 0),
(1337, 12, 3, 'Ngọc Rồng Golden 1 sao', 'Thu thập để ước rồng thần Golden', 20460, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1338, 12, 3, 'Ngọc Rồng Golden 2 sao', 'Thu thập để ước rồng thần Golden', 20461, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1339, 12, 3, 'Ngọc Rồng Golden 3 sao', 'Thu thập để ước rồng thần Golden', 20462, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1340, 12, 3, 'Ngọc Rồng Golden 4 sao', 'Thu thập để ước rồng thần Golden', 20463, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1341, 12, 3, 'Ngọc Rồng Golden 5 sao', 'Thu thập để ước rồng thần Golden', 20464, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1342, 12, 3, 'Ngọc Rồng Golden 6 sao', 'Thu thập để ước rồng thần Golden', 20465, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1343, 12, 3, 'Ngọc Rồng Golden 7 sao', 'Thu thập để ước rồng thần Golden', 20466, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1344, 5, 3, 'Hutao - Genshin impact', 'Cải trang thành Hutao, có khả năng dò tìm nguyên thạch', 12640, 1228, 0, 0, 0, 0, 1228, 1229, 1230, 0),
(1345, 5, 3, 'Xiao - Genshin impact', 'Cải trang thành Xiao, có khả năng dò tìm nguyên thạch', 12680, 1231, 0, 0, 0, 0, 1231, 1232, 1233, 0),
(1346, 5, 3, 'Ayaka - Genshin impact', 'Cải trang thành Ayaka, có khả năng dò tìm nguyên thạch', 12714, 1234, 0, 0, 0, 0, 1234, 1235, 1236, 0),
(1347, 5, 3, 'Orange Picolo', 'Cải trang thành Orange Picolo', 16162, 1237, 0, 0, 0, 0, 1237, 1238, 1239, 0),
(1348, 5, 3, 'CT HT C3 XD', 'Cải trang thành ', 17994, 1240, 0, 0, 0, 0, 1240, 1241, 1242, 0),
(1349, 5, 3, 'Vegeta Ultra UE', 'Cải trang thành Vegeta Ultra UE', 16130, 1243, 0, 0, 0, 0, 1243, 1244, 1245, 0),
(1350, 5, 3, 'CT HT C3 NM', 'Cải trang thành ', 18026, 1246, 0, 0, 0, 0, 1246, 1247, 1248, 0),
(1351, 5, 3, 'CT HT C3 TD', 'Cải trang thành ', 17961, 1249, 0, 0, 0, 0, 1249, 1250, 1251, 0),
(1352, 5, 3, 'Yanrobi Tóc Xanh', 'Cải trang thành Yanrobi', 11494, 1252, 0, 0, 0, 0, 1252, 1253, 1254, 0),
(1353, 5, 3, 'Cumber Back', 'Cải trang thành Cumber Back', 11379, 1255, 0, 0, 0, 0, 1255, 1256, 1257, 0),
(1354, 5, 3, 'Cumber Gold', 'Cải trang thành Cumber Gold', 11410, 1258, 0, 0, 0, 0, 1258, 1256, 1257, 0),
(1355, 27, 3, 'Cần câu thường', 'Dùng để câu cá ở ông già', 21884, 0, 1, 0, 500000000, 0, -1, -1, -1, 0),
(1356, 27, 3, 'Cần câu cao cấp', 'Dùng để câu cá ở ông già', 21885, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1357, 27, 3, 'Túi quà nhập học', 'Hộp quà Sự Kiện', 20475, -1, 1, 0, 500000000, 0, -1, -1, -1, 0),
(1358, 27, 3, 'Hộp quà bay', 'Hộp quà Sự Kiện', 20470, -1, 1, 0, 500000000, 0, -1, -1, -1, 0),
(1359, 27, 3, 'Khăn đỏ', 'Sự kiện nhập học', 20472, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1360, 27, 3, 'Khăn quàng', 'Sự kiện nhập học', 20471, 0, 1, 0, 50000000, 0, -1, -1, -1, 0),
(1361, 27, 3, 'GOLDEN EXP', 'Sử dụng giúp tăng x2 tnsm đệ tử trong 10 phút', 20476, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1362, 24, 3, 'Hổ xanh neon', 'Thú cưỡi neon', 8784, 19, 0, 0, 0, 0, -1, -1, -1, 0),
(1363, 24, 3, 'Hổ trắng neon', 'Thú cưỡi neon', 8776, 20, 0, 0, 0, 0, -1, -1, -1, 0),
(1364, 24, 3, 'Hổ vàng neon', 'Thú cưỡi neon', 8768, 21, 0, 0, 0, 0, -1, -1, -1, 0),
(1365, 24, 3, 'The Dragon Lord', 'Thú cưỡi rồng thần', 18105, 23, 0, 0, 0, 0, -1, -1, -1, 0),
(1366, 24, 3, 'Dominator of Wolves', 'Thú cưỡi rồng thần', 18104, 25, 0, 0, 0, 0, -1, -1, -1, 0),
(1367, 24, 3, 'TreMorTux', 'Thú cưỡi rồng thần', 18106, 26, 0, 0, 0, 0, -1, -1, -1, 0),
(1368, 27, 3, 'Phiếu bé ngoan', 'Gặp quy lão để đổi danh hiệu Bé Ngoan', 20468, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1369, 27, 3, 'Điểm 10', 'Gặp quy lão để đổi danh hiệu Bé ngoan', 20467, -1, 1, 0, 200000000, 0, -1, -1, -1, 0),
(1370, 27, 3, 'Nhẫn thời không', 'Bạn có 10 phút để vào map Thời Không', 20573, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1371, 72, 3, 'Tiểu yêu', 'Nó sẽ đi theo và giúp bạn may mắn hơn', 12717, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1372, 27, 3, 'Đá bóng ma', 'Dùng để nâng cấp cải trang', 12647, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1373, 27, 3, 'Đá bóng yêu', 'Dùng để nâng cấp linh thú', 12641, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1374, 27, 3, 'Đá bóng thuật', 'Dùng để nâng cấp phụ kiện bang', 12643, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1375, 27, 3, 'Đá ánh sáng', 'Dùng để xóa bóng tối trang bị', 12642, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1376, 5, 3, 'Mabư ốm', '', 11657, 1259, 1, 0, 0, 0, 1259, 1260, 1261, 0),
(1377, 27, 3, 'Đá tu tiên', 'Dùng để Tu Tiên sức mạnh', 20459, -1, 1, 0, 0, 0, -1, -1, -1, 0),
(1378, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1379, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1380, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1381, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1382, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1383, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1384, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1385, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1386, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1387, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1388, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1389, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1390, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1391, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1392, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1393, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1394, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1395, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1396, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1397, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1398, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1399, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1400, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1401, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1402, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1403, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1404, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1405, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1406, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1407, 27, 3, 'Con cún vàng', 'Một chú chó màu vàng', 6156, -1, 0, 0, 0, 1000, -1, -1, -1, 0),
(1408, 27, 3, 'Cua đỏ', 'Vật phẩm sự kiện', 9617, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1409, 27, 3, 'Pet ma vàng phù thủy', 'Vật phẩm sự kiện', 10597, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1410, 27, 3, 'Bí ma vương', 'Vật phẩm sự kiện', 10589, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1411, 27, 3, 'Mèo đen đuôi vàng', 'Vật phẩm sự kiện', 10877, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1412, 27, 3, 'Mèo trắng đuôi vàng', 'Vật phẩm sự kiện', 11040, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1413, 27, 3, 'Pet voi chín ngà', 'Vật phẩm sự kiện', 21734, -1, 0, 0, 0, 0, 1419, 1420, 1421, 0),
(1414, 27, 3, 'Pet ngựa chín lmao', 'Vật phẩm sự kiện', 21736, -1, 0, 0, 0, 0, 1422, 1423, 1424, 0),
(1415, 27, 3, 'Pet gà chín cựa', 'Vật phẩm sự kiện', 21735, -1, 0, 0, 0, 0, 1425, 1426, 1427, 0),
(1416, 27, 3, 'Pet Minions', 'Vật phẩm sự kiện', 9709, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1417, 27, 3, 'Heo bướm', 'Vật phẩm sự kiện', 11462, -1, 0, 0, 0, 0, -1, -1, -1, 0),
(1418, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1419, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1420, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1421, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1422, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1423, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1424, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1425, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1426, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1427, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1428, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1429, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1430, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1431, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1432, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1433, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1434, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1435, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1436, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1437, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1438, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1439, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1440, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1441, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1442, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1443, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1444, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1445, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1446, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1447, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1448, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1449, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1450, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1451, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1452, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1453, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1454, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1455, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1456, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1457, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1458, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1459, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1460, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1461, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1462, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1463, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1464, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1465, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1466, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1467, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1468, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1469, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1470, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1471, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1472, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1473, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1474, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1475, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1476, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1477, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1478, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1479, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1480, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1481, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1482, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1483, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1484, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1485, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1486, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1487, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1488, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1489, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1490, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1491, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1492, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1493, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1494, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1495, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1496, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1497, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1498, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1499, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1500, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1501, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1502, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1503, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1504, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1505, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1506, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1507, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1508, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1509, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1510, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1511, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1512, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1513, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1514, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1515, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1516, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1517, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1518, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1519, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1520, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1521, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1522, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1523, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1524, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1525, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1526, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1527, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1528, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1529, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1530, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1531, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1532, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1533, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1534, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1535, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1536, 75, 3, 'Cải Trang Super Black Goku', 'Dùng để thay đổi khuôn mặt', 5173, -1, 0, 0, 0, 0, 0, 0, 0, 0),
(1537, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1538, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1539, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1540, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1541, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1542, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1543, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1544, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1545, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1546, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1547, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1548, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1549, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1550, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1551, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1552, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1553, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1554, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1555, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1556, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1557, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1558, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1559, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1560, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1561, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1562, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1563, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1564, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1565, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1566, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1567, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1568, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1569, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1570, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1571, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1572, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1573, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1574, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1575, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1576, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
(1577, 75, 3, '', '', 0, 0, 1, 0, 0, 0, -1, -1, -1, 0),
